InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,InvoiceDay,Total_Spend,Day_Of_Week,Hour,Year,Month,cluster
498465,SKU_1371,Backpack,24,2020-04-24 09:00:00,59.54,69759.0,Germany,0.42,paypall,8.65,Furniture,In-store,Not Returned,Royal Mail,Rome,Low,2020-04-24,1428.96,4,9,2020,4,2
611778,SKU_1717,T-shirt,18,2020-04-24 13:00:00,84.59,89447.0,United Kingdom,0.02,paypall,20.57,Electronics,In-store,Not Returned,UPS,London,Low,2020-04-24,1522.6200000000001,4,13,2020,4,1
371830,SKU_1520,USB Cable,6,2020-04-24 15:00:00,38.84,52264.0,Sweden,0.48,paypall,22.62,Apparel,Online,Not Returned,DHL,Amsterdam,High,2020-04-24,233.04000000000002,4,15,2020,4,0
459687,SKU_1366,Blue Pen,9,2020-04-24 18:00:00,18.2,38332.0,Spain,0.22,Credit Card,25.82,Accessories,In-store,Not Returned,FedEx,Rome,Low,2020-04-24,163.79999999999998,4,18,2020,4,1
756021,SKU_1401,White Mug,3,2020-04-24 19:00:00,59.04,70350.0,United Kingdom,0.29,Bank Transfer,11.27,Apparel,In-store,Not Returned,DHL,Rome,Medium,2020-04-24,177.12,4,19,2020,4,0
275915,SKU_1756,T-shirt,47,2020-04-24 20:00:00,56.25,19174.0,Spain,0.35,paypall,10.39,Electronics,In-store,Not Returned,Royal Mail,London,High,2020-04-24,2643.75,4,20,2020,4,2
142828,SKU_1786,Wall Clock,10,2020-04-24 23:00:00,56.78,15659.0,Portugal,0.25,Bank Transfer,7.48,Accessories,In-store,Not Returned,FedEx,London,Low,2020-04-24,567.8,4,23,2020,4,1
955342,SKU_1337,USB Cable,36,2020-04-25 02:00:00,37.72,87526.0,Portugal,0.29,paypall,5.6,Accessories,Online,Not Returned,UPS,Rome,Low,2020-04-25,1357.92,5,2,2020,4,1
391126,SKU_1032,Wall Clock,40,2020-04-25 04:00:00,78.29,69245.0,France,0.01,paypall,10.54,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Medium,2020-04-25,3131.6000000000004,5,4,2020,4,2
332041,SKU_1421,Notebook,23,2020-04-25 06:00:00,27.35,96387.0,Netherlands,0.13,paypall,28.51,Furniture,In-store,Not Returned,UPS,Amsterdam,High,2020-04-25,629.0500000000001,5,6,2020,4,1
854296,SKU_1944,Notebook,31,2020-04-25 08:00:00,27.2,74905.0,Belgium,0.23,Credit Card,12.06,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,High,2020-04-25,843.1999999999999,5,8,2020,4,2
356911,SKU_1857,Office Chair,4,2020-04-25 10:00:00,49.67,47134.0,Netherlands,0.26,Credit Card,8.25,Furniture,Online,Returned,DHL,London,Low,2020-04-25,198.68,5,10,2020,4,2
408623,SKU_1779,Notebook,47,2020-04-25 13:00:00,53.97,52433.0,France,0.35,Credit Card,27.66,Accessories,In-store,Not Returned,UPS,Paris,Medium,2020-04-25,2536.59,5,13,2020,4,2
251175,SKU_1511,Notebook,48,2020-04-25 15:00:00,38.39,21173.0,United States,0.37,paypall,14.35,Stationery,In-store,Not Returned,UPS,Rome,Medium,2020-04-25,1842.72,5,15,2020,4,2
241826,SKU_1067,USB Cable,17,2020-04-25 17:00:00,70.38,49957.0,Norway,0.21,Credit Card,21.43,Furniture,In-store,Not Returned,DHL,Amsterdam,Medium,2020-04-25,1196.46,5,17,2020,4,2
286994,SKU_1806,Office Chair,20,2020-04-25 23:00:00,33.07,53896.0,Spain,0.18,paypall,7.8,Furniture,In-store,Returned,Royal Mail,Amsterdam,High,2020-04-25,661.4,5,23,2020,4,1
129301,SKU_1944,Backpack,29,2020-04-26 01:00:00,58.98,31205.0,France,0.01,Bank Transfer,15.51,Stationery,In-store,Not Returned,UPS,London,High,2020-04-26,1710.4199999999998,6,1,2020,4,0
322724,SKU_1926,Backpack,35,2020-04-26 02:00:00,66.83,47967.0,United States,0.19,Bank Transfer,5.39,Stationery,In-store,Not Returned,DHL,Paris,Medium,2020-04-26,2339.0499999999997,6,2,2020,4,0
293783,SKU_1078,Desk Lamp,42,2020-04-26 04:00:00,77.68,70382.0,Australia,0.13,Credit Card,14.65,Furniture,Online,Not Returned,Royal Mail,London,High,2020-04-26,3262.5600000000004,6,4,2020,4,2
796683,SKU_1258,Wall Clock,35,2020-04-26 05:00:00,62.67,52290.0,Sweden,0.14,Credit Card,26.81,Apparel,In-store,Not Returned,FedEx,Rome,High,2020-04-26,2193.4500000000003,6,5,2020,4,2
118752,SKU_1496,White Mug,12,2020-04-26 06:00:00,98.06,27913.0,Australia,0.42,paypall,29.21,Stationery,Online,Not Returned,UPS,Rome,Low,2020-04-26,1176.72,6,6,2020,4,0
156273,SKU_1050,Headphones,4,2020-04-26 11:00:00,13.21,92505.0,France,0.34,Bank Transfer,5.18,Furniture,In-store,Not Returned,Royal Mail,Berlin,Low,2020-04-26,52.84,6,11,2020,4,0
716166,SKU_1721,Wall Clock,27,2020-04-26 13:00:00,89.38,49684.0,Netherlands,0.01,paypall,11.35,Furniture,Online,Not Returned,UPS,London,Medium,2020-04-26,2413.2599999999998,6,13,2020,4,2
891327,SKU_1468,USB Cable,28,2020-04-26 14:00:00,68.78,11389.0,United Kingdom,0.38,Credit Card,8.79,Furniture,In-store,Not Returned,FedEx,Rome,High,2020-04-26,1925.8400000000001,6,14,2020,4,2
110699,SKU_1040,Wall Clock,41,2020-04-26 18:00:00,72.89,56019.0,Australia,0.09,Credit Card,23.55,Apparel,Online,Not Returned,UPS,Rome,Medium,2020-04-26,2988.4900000000002,6,18,2020,4,2
119169,SKU_1384,Wireless Mouse,22,2020-04-26 21:00:00,69.55,27571.0,Australia,0.45,paypall,29.25,Electronics,In-store,Not Returned,UPS,Amsterdam,Medium,2020-04-26,1530.1,6,21,2020,4,2
548330,SKU_1578,Desk Lamp,20,2020-04-27 11:00:00,20.19,36976.0,United Kingdom,0.4,paypall,8.44,Stationery,Online,Not Returned,UPS,Rome,Medium,2020-04-27,403.8,0,11,2020,4,2
136035,SKU_1952,Wireless Mouse,47,2020-04-27 17:00:00,20.62,66685.0,Italy,0.42,Bank Transfer,13.69,Apparel,In-store,Not Returned,UPS,Amsterdam,High,2020-04-27,969.1400000000001,0,17,2020,4,1
296049,SKU_1170,Wall Clock,48,2020-04-27 18:00:00,29.4,48908.0,Australia,0.3,paypall,8.34,Electronics,Online,Not Returned,FedEx,Berlin,High,2020-04-27,1411.1999999999998,0,18,2020,4,2
714805,SKU_1831,White Mug,48,2020-04-27 22:00:00,37.23,44240.0,United States,0.1,paypall,6.12,Electronics,Online,Not Returned,FedEx,Paris,High,2020-04-27,1787.04,0,22,2020,4,1
826331,SKU_1072,T-shirt,44,2020-04-28 01:00:00,82.66,61547.0,Spain,0.32,Bank Transfer,27.6,Accessories,In-store,Not Returned,FedEx,London,Medium,2020-04-28,3637.04,1,1,2020,4,2
557828,SKU_1059,Wall Clock,44,2020-04-28 02:00:00,82.14,93052.0,United States,0.29,paypall,17.48,Furniture,Online,Not Returned,UPS,Paris,High,2020-04-28,3614.16,1,2,2020,4,2
845715,SKU_1454,USB Cable,35,2020-04-28 03:00:00,36.7,45717.0,Germany,0.4,paypall,11.04,Apparel,In-store,Not Returned,DHL,Rome,Low,2020-04-28,1284.5,1,3,2020,4,1
161929,SKU_1335,Backpack,24,2020-04-28 04:00:00,26.28,21820.0,Italy,0.12,Credit Card,21.6,Furniture,In-store,Not Returned,Royal Mail,Berlin,Medium,2020-04-28,630.72,1,4,2020,4,1
857771,SKU_1667,Office Chair,31,2020-04-28 05:00:00,88.51,99706.0,Norway,0.17,Credit Card,25.44,Electronics,In-store,Not Returned,FedEx,Rome,Low,2020-04-28,2743.81,1,5,2020,4,0
852878,SKU_1123,Backpack,32,2020-04-28 06:00:00,70.59,77217.0,United Kingdom,0.43,paypall,6.43,Stationery,In-store,Not Returned,FedEx,Rome,High,2020-04-28,2258.88,1,6,2020,4,0
985296,SKU_1454,Office Chair,33,2020-04-28 07:00:00,3.16,11563.0,United States,0.18,Credit Card,20.6,Electronics,In-store,Not Returned,FedEx,London,Medium,2020-04-28,104.28,1,7,2020,4,2
880965,SKU_1415,White Mug,44,2020-04-28 09:00:00,58.31,32815.0,Australia,0.29,paypall,26.97,Stationery,In-store,Not Returned,Royal Mail,Berlin,Low,2020-04-28,2565.6400000000003,1,9,2020,4,2
291703,SKU_1049,T-shirt,11,2020-04-28 13:00:00,70.87,97018.0,Australia,0.21,paypall,13.52,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Low,2020-04-28,779.57,1,13,2020,4,2
145033,SKU_1186,Blue Pen,32,2020-04-28 14:00:00,63.88,21183.0,Spain,0.0,paypall,25.6,Stationery,Online,Not Returned,DHL,Rome,High,2020-04-28,2044.16,1,14,2020,4,2
687421,SKU_1056,Wall Clock,47,2020-04-28 15:00:00,58.81,28583.0,Portugal,0.48,paypall,13.33,Electronics,Online,Not Returned,DHL,Rome,High,2020-04-28,2764.07,1,15,2020,4,2
567016,SKU_1537,T-shirt,39,2020-04-28 20:00:00,5.01,69648.0,Belgium,0.09,paypall,17.22,Apparel,Online,Not Returned,DHL,Rome,Medium,2020-04-28,195.39,1,20,2020,4,1
178222,SKU_1761,Wireless Mouse,19,2020-04-28 21:00:00,11.66,34841.0,Australia,0.03,Credit Card,8.85,Accessories,Online,Not Returned,DHL,London,Medium,2020-04-28,221.54,1,21,2020,4,1
893153,SKU_1370,T-shirt,45,2020-04-29 00:00:00,65.18,73915.0,Portugal,0.35,Bank Transfer,16.88,Accessories,Online,Not Returned,FedEx,Amsterdam,High,2020-04-29,2933.1000000000004,2,0,2020,4,2
644897,SKU_1085,Notebook,8,2020-04-29 01:00:00,2.37,53905.0,United States,0.49,Credit Card,15.83,Furniture,In-store,Not Returned,UPS,Amsterdam,Medium,2020-04-29,18.96,2,1,2020,4,1
754801,SKU_1159,Wireless Mouse,26,2020-04-29 02:00:00,95.85,65688.0,France,0.48,Credit Card,19.9,Stationery,In-store,Not Returned,DHL,Paris,Medium,2020-04-29,2492.1,2,2,2020,4,2
303981,SKU_1424,Office Chair,19,2020-04-29 03:00:00,49.24,90036.0,Spain,0.38,Bank Transfer,13.88,Electronics,Online,Not Returned,FedEx,London,High,2020-04-29,935.5600000000001,2,3,2020,4,2
960952,SKU_1390,Backpack,7,2020-04-29 08:00:00,86.39,61774.0,Italy,0.47,paypall,15.8,Accessories,In-store,Not Returned,FedEx,London,Medium,2020-04-29,604.73,2,8,2020,4,1
105901,SKU_1219,Notebook,36,2020-04-29 14:00:00,21.2,12002.0,Belgium,0.18,Bank Transfer,27.43,Apparel,Online,Returned,FedEx,Amsterdam,Low,2020-04-29,763.1999999999999,2,14,2020,4,2
322317,SKU_1526,Wall Clock,7,2020-04-29 16:00:00,68.1,32177.0,Spain,0.05,paypall,15.71,Apparel,In-store,Not Returned,Royal Mail,Paris,High,2020-04-29,476.69999999999993,2,16,2020,4,2
635426,SKU_1593,Wall Clock,16,2020-04-29 21:00:00,96.99,51390.0,France,0.28,paypall,20.39,Electronics,Online,Not Returned,FedEx,Amsterdam,Medium,2020-04-29,1551.84,2,21,2020,4,1
674488,SKU_1806,Blue Pen,28,2020-04-30 00:00:00,77.74,98385.0,United Kingdom,0.29,Credit Card,26.58,Accessories,Online,Not Returned,DHL,Rome,High,2020-04-30,2176.72,3,0,2020,4,2
302380,SKU_1275,Headphones,46,2020-04-30 01:00:00,94.39,74269.0,Spain,0.17,paypall,15.31,Furniture,Online,Returned,Royal Mail,Paris,Low,2020-04-30,4341.94,3,1,2020,4,2
541460,SKU_1256,Wall Clock,6,2020-04-30 02:00:00,89.03,81892.0,Germany,0.33,paypall,23.69,Apparel,Online,Not Returned,UPS,Berlin,High,2020-04-30,534.1800000000001,3,2,2020,4,1
872577,SKU_1328,White Mug,45,2020-04-30 03:00:00,72.04,49860.0,Italy,0.39,Credit Card,21.95,Stationery,In-store,Returned,DHL,Rome,Low,2020-04-30,3241.8,3,3,2020,4,0
117347,SKU_1677,Headphones,14,2020-04-30 07:00:00,96.73,66103.0,Belgium,0.33,Credit Card,26.93,Electronics,Online,Not Returned,DHL,Amsterdam,Medium,2020-04-30,1354.22,3,7,2020,4,0
656110,SKU_1220,Desk Lamp,17,2020-04-30 09:00:00,95.15,27493.0,United States,0.28,paypall,25.32,Electronics,In-store,Not Returned,FedEx,Rome,Medium,2020-04-30,1617.5500000000002,3,9,2020,4,2
582315,SKU_1595,Headphones,49,2020-04-30 11:00:00,5.71,33149.0,United States,0.23,Bank Transfer,9.12,Electronics,Online,Not Returned,FedEx,Paris,Low,2020-04-30,279.79,3,11,2020,4,0
107967,SKU_1229,Wall Clock,2,2020-04-30 12:00:00,9.91,38778.0,Sweden,0.48,paypall,6.17,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Low,2020-04-30,19.82,3,12,2020,4,1
636159,SKU_1221,Wireless Mouse,21,2020-04-30 14:00:00,86.88,56186.0,France,0.47,paypall,15.22,Stationery,In-store,Not Returned,DHL,Berlin,Low,2020-04-30,1824.48,3,14,2020,4,1
829630,SKU_1053,Notebook,36,2020-04-30 17:00:00,45.72,60204.0,Italy,0.16,paypall,24.25,Accessories,Online,Not Returned,FedEx,Rome,Low,2020-04-30,1645.92,3,17,2020,4,2
571082,SKU_1986,Wall Clock,32,2020-05-01 02:00:00,97.29,52968.0,France,0.15,Bank Transfer,20.41,Furniture,In-store,Not Returned,Royal Mail,London,Medium,2020-05-01,3113.28,4,2,2020,5,2
160545,SKU_1557,Headphones,28,2020-05-01 04:00:00,55.81,71390.0,Belgium,0.47,Bank Transfer,16.89,Stationery,Online,Not Returned,FedEx,Rome,High,2020-05-01,1562.68,4,4,2020,5,2
827506,SKU_1015,T-shirt,2,2020-05-01 07:00:00,72.21,36930.0,Australia,0.32,paypall,19.72,Apparel,Online,Not Returned,UPS,Berlin,Low,2020-05-01,144.42,4,7,2020,5,1
402066,SKU_1214,Wireless Mouse,21,2020-05-01 08:00:00,7.86,24570.0,United Kingdom,0.01,Bank Transfer,19.88,Stationery,Online,Not Returned,Royal Mail,London,Medium,2020-05-01,165.06,4,8,2020,5,0
667201,SKU_1111,Blue Pen,6,2020-05-01 09:00:00,44.24,60861.0,Portugal,0.29,paypall,20.37,Electronics,Online,Not Returned,UPS,London,Low,2020-05-01,265.44,4,9,2020,5,2
350497,SKU_1424,Headphones,46,2020-05-01 12:00:00,96.78,24945.0,United States,0.21,paypall,17.97,Electronics,Online,Not Returned,UPS,London,High,2020-05-01,4451.88,4,12,2020,5,2
256104,SKU_1375,Headphones,5,2020-05-01 16:00:00,87.46,53200.0,Italy,0.06,paypall,19.2,Electronics,In-store,Not Returned,UPS,London,Low,2020-05-01,437.29999999999995,4,16,2020,5,1
793206,SKU_1935,Notebook,22,2020-05-01 17:00:00,6.64,24148.0,Belgium,0.25,Credit Card,11.3,Accessories,Online,Not Returned,DHL,London,Low,2020-05-01,146.07999999999998,4,17,2020,5,1
144936,SKU_1919,White Mug,33,2020-05-01 19:00:00,30.29,59587.0,Netherlands,0.01,Credit Card,21.16,Stationery,In-store,Not Returned,FedEx,Paris,Low,2020-05-01,999.5699999999999,4,19,2020,5,0
816948,SKU_1295,Desk Lamp,26,2020-05-01 21:00:00,60.41,12933.0,Spain,0.2,Bank Transfer,15.03,Apparel,In-store,Not Returned,DHL,Rome,Medium,2020-05-01,1570.6599999999999,4,21,2020,5,2
679111,SKU_1317,Notebook,16,2020-05-02 08:00:00,29.84,94377.0,Sweden,0.13,Credit Card,25.4,Furniture,In-store,Not Returned,FedEx,Paris,Medium,2020-05-02,477.44,5,8,2020,5,0
123312,SKU_1211,Desk Lamp,47,2020-05-02 09:00:00,13.89,42437.0,Australia,0.46,Bank Transfer,26.73,Apparel,In-store,Not Returned,UPS,Amsterdam,High,2020-05-02,652.83,5,9,2020,5,2
600531,SKU_1709,Office Chair,47,2020-05-02 13:00:00,37.63,68333.0,Italy,0.39,Credit Card,25.22,Accessories,Online,Not Returned,DHL,Paris,Low,2020-05-02,1768.6100000000001,5,13,2020,5,0
898843,SKU_1380,Wireless Mouse,32,2020-05-02 15:00:00,18.83,83887.0,United Kingdom,0.05,Credit Card,23.59,Accessories,In-store,Not Returned,DHL,London,Low,2020-05-02,602.56,5,15,2020,5,2
943441,SKU_1924,Wireless Mouse,26,2020-05-02 18:00:00,57.3,52281.0,France,0.24,Bank Transfer,18.54,Apparel,In-store,Not Returned,DHL,Paris,Medium,2020-05-02,1489.8,5,18,2020,5,1
535684,SKU_1172,Headphones,21,2020-05-02 20:00:00,1.92,25662.0,Netherlands,0.13,paypall,24.73,Accessories,Online,Not Returned,UPS,Amsterdam,Medium,2020-05-02,40.32,5,20,2020,5,0
656659,SKU_1019,Blue Pen,22,2020-05-02 21:00:00,61.01,25713.0,United States,0.08,Bank Transfer,17.99,Stationery,In-store,Not Returned,FedEx,London,Low,2020-05-02,1342.22,5,21,2020,5,1
433373,SKU_1976,Desk Lamp,11,2020-05-02 23:00:00,65.17,63077.0,Italy,0.49,Credit Card,7.5,Apparel,Online,Not Returned,FedEx,Amsterdam,Medium,2020-05-02,716.87,5,23,2020,5,2
199071,SKU_1628,White Mug,7,2020-05-03 00:00:00,2.65,49063.0,Australia,0.2,Bank Transfer,23.34,Accessories,In-store,Not Returned,UPS,Rome,Medium,2020-05-03,18.55,6,0,2020,5,0
282268,SKU_1502,USB Cable,6,2020-05-03 01:00:00,34.6,26282.0,Portugal,0.13,Bank Transfer,5.2,Electronics,In-store,Not Returned,DHL,Paris,Medium,2020-05-03,207.60000000000002,6,1,2020,5,2
914037,SKU_1742,Headphones,31,2020-05-03 05:00:00,2.82,89298.0,United Kingdom,0.32,Credit Card,8.07,Furniture,Online,Not Returned,UPS,Rome,Low,2020-05-03,87.42,6,5,2020,5,1
724141,SKU_1319,Wall Clock,16,2020-05-03 06:00:00,43.08,63521.0,Germany,0.48,Credit Card,24.85,Electronics,Online,Returned,Royal Mail,Paris,High,2020-05-03,689.28,6,6,2020,5,0
597660,SKU_1740,Wireless Mouse,17,2020-05-03 08:00:00,19.31,89106.0,Spain,0.39,Bank Transfer,23.69,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Low,2020-05-03,328.27,6,8,2020,5,1
293718,SKU_1227,Blue Pen,36,2020-05-03 12:00:00,22.97,61218.0,Australia,0.2,paypall,22.37,Furniture,In-store,Not Returned,UPS,London,High,2020-05-03,826.92,6,12,2020,5,2
163037,SKU_1309,USB Cable,49,2020-05-03 14:00:00,69.39,68284.0,United Kingdom,0.18,Bank Transfer,17.74,Furniture,Online,Not Returned,Royal Mail,Berlin,Low,2020-05-03,3400.11,6,14,2020,5,2
630836,SKU_1378,Backpack,49,2020-05-03 16:00:00,33.22,56950.0,France,0.22,paypall,23.42,Stationery,Online,Not Returned,DHL,Paris,High,2020-05-03,1627.78,6,16,2020,5,2
760902,SKU_1104,USB Cable,2,2020-05-04 00:00:00,6.13,97483.0,Italy,0.08,Bank Transfer,26.61,Apparel,Online,Not Returned,FedEx,Rome,Medium,2020-05-04,12.26,0,0,2020,5,0
322084,SKU_1962,White Mug,3,2020-05-04 01:00:00,86.92,34690.0,United States,0.48,Bank Transfer,18.39,Stationery,Online,Not Returned,Royal Mail,Paris,Low,2020-05-04,260.76,0,1,2020,5,2
546636,SKU_1267,Backpack,21,2020-05-04 11:00:00,65.39,88713.0,Netherlands,0.26,Bank Transfer,16.46,Furniture,In-store,Not Returned,DHL,Rome,Low,2020-05-04,1373.19,0,11,2020,5,2
756031,SKU_1741,Notebook,5,2020-05-04 12:00:00,19.85,41810.0,Sweden,0.18,Credit Card,10.92,Apparel,In-store,Not Returned,FedEx,Rome,Medium,2020-05-04,99.25,0,12,2020,5,0
602754,SKU_1118,USB Cable,8,2020-05-04 15:00:00,21.1,15183.0,Netherlands,0.05,paypall,13.28,Furniture,In-store,Not Returned,Royal Mail,London,Medium,2020-05-04,168.8,0,15,2020,5,1
503850,SKU_1444,Notebook,26,2020-05-04 17:00:00,84.17,17782.0,Spain,0.36,Credit Card,5.14,Furniture,Online,Not Returned,FedEx,London,Medium,2020-05-04,2188.42,0,17,2020,5,0
744863,SKU_1305,Office Chair,1,2020-05-04 21:00:00,74.61,98041.0,Italy,0.09,Credit Card,13.75,Accessories,Online,Not Returned,DHL,Paris,Medium,2020-05-04,74.61,0,21,2020,5,1
728419,SKU_1089,T-shirt,1,2020-05-05 02:00:00,13.38,71155.0,France,0.11,paypall,15.15,Apparel,In-store,Not Returned,DHL,Rome,High,2020-05-05,13.38,1,2,2020,5,1
390524,SKU_1901,USB Cable,23,2020-05-05 10:00:00,53.84,69903.0,Germany,0.34,paypall,9.94,Apparel,In-store,Returned,FedEx,Paris,Low,2020-05-05,1238.3200000000002,1,10,2020,5,1
917052,SKU_1535,USB Cable,17,2020-05-05 12:00:00,47.41,89061.0,Belgium,0.45,Bank Transfer,14.88,Apparel,In-store,Not Returned,DHL,Berlin,Low,2020-05-05,805.9699999999999,1,12,2020,5,1
356553,SKU_1375,T-shirt,4,2020-05-05 13:00:00,8.89,87446.0,Spain,0.27,Credit Card,21.19,Furniture,In-store,Not Returned,UPS,Paris,Medium,2020-05-05,35.56,1,13,2020,5,1
548532,SKU_1713,Notebook,17,2020-05-05 14:00:00,56.16,37778.0,Sweden,0.32,paypall,28.72,Furniture,Online,Not Returned,Royal Mail,Amsterdam,High,2020-05-05,954.7199999999999,1,14,2020,5,1
524127,SKU_1051,Desk Lamp,17,2020-05-05 18:00:00,32.9,38756.0,Italy,0.46,Bank Transfer,18.17,Accessories,Online,Not Returned,UPS,Amsterdam,Low,2020-05-05,559.3,1,18,2020,5,1
263856,SKU_1069,Desk Lamp,14,2020-05-05 19:00:00,4.67,10221.0,Spain,0.16,paypall,19.43,Furniture,Online,Not Returned,DHL,Amsterdam,Medium,2020-05-05,65.38,1,19,2020,5,1
103191,SKU_1259,Blue Pen,23,2020-05-05 20:00:00,44.93,80522.0,France,0.21,paypall,14.12,Furniture,Online,Returned,DHL,Amsterdam,Low,2020-05-05,1033.39,1,20,2020,5,1
237244,SKU_1377,Backpack,15,2020-05-06 02:00:00,1.24,49873.0,France,0.33,Bank Transfer,25.6,Electronics,In-store,Not Returned,UPS,Rome,Low,2020-05-06,18.6,2,2,2020,5,1
652959,SKU_1705,Notebook,39,2020-05-06 07:00:00,5.53,62278.0,Portugal,0.2,paypall,25.16,Furniture,In-store,Not Returned,FedEx,Paris,Medium,2020-05-06,215.67000000000002,2,7,2020,5,1
321972,SKU_1381,T-shirt,47,2020-05-06 10:00:00,39.62,62572.0,United Kingdom,0.49,Bank Transfer,14.3,Accessories,In-store,Not Returned,UPS,Paris,Medium,2020-05-06,1862.1399999999999,2,10,2020,5,2
521818,SKU_1706,Wall Clock,28,2020-05-06 15:00:00,60.35,56493.0,Spain,0.06,Bank Transfer,14.47,Stationery,Online,Not Returned,FedEx,Berlin,Medium,2020-05-06,1689.8,2,15,2020,5,0
844149,SKU_1321,Desk Lamp,42,2020-05-06 16:00:00,13.06,41737.0,Netherlands,0.0,Credit Card,18.5,Apparel,Online,Not Returned,UPS,London,High,2020-05-06,548.52,2,16,2020,5,0
937831,SKU_1589,Backpack,41,2020-05-06 17:00:00,80.93,38564.0,Italy,0.08,Credit Card,24.11,Stationery,In-store,Not Returned,UPS,Rome,High,2020-05-06,3318.13,2,17,2020,5,2
529440,SKU_1830,Wall Clock,17,2020-05-07 10:00:00,1.75,31013.0,Belgium,0.25,paypall,7.81,Electronics,Online,Not Returned,FedEx,Rome,Medium,2020-05-07,29.75,3,10,2020,5,1
652370,SKU_1570,Desk Lamp,28,2020-05-07 12:00:00,18.64,59286.0,Norway,0.42,Credit Card,11.19,Furniture,Online,Not Returned,DHL,Berlin,High,2020-05-07,521.9200000000001,3,12,2020,5,0
713858,SKU_1087,White Mug,40,2020-05-07 13:00:00,40.94,26183.0,Australia,0.28,Credit Card,9.27,Electronics,Online,Not Returned,FedEx,London,Low,2020-05-07,1637.6,3,13,2020,5,2
832176,SKU_1783,Blue Pen,18,2020-05-07 15:00:00,7.76,24001.0,Netherlands,0.23,Credit Card,24.31,Electronics,In-store,Not Returned,FedEx,Amsterdam,High,2020-05-07,139.68,3,15,2020,5,0
970020,SKU_1057,White Mug,4,2020-05-07 16:00:00,44.6,44240.0,Spain,0.49,paypall,7.83,Electronics,Online,Not Returned,DHL,Amsterdam,Medium,2020-05-07,178.4,3,16,2020,5,1
974772,SKU_1561,USB Cable,17,2020-05-07 18:00:00,41.66,52913.0,Italy,0.37,paypall,12.12,Apparel,Online,Not Returned,FedEx,Rome,Medium,2020-05-07,708.2199999999999,3,18,2020,5,0
503082,SKU_1881,Desk Lamp,42,2020-05-07 23:00:00,81.52,68565.0,Portugal,0.37,Credit Card,7.02,Furniture,In-store,Not Returned,FedEx,London,Medium,2020-05-07,3423.8399999999997,3,23,2020,5,2
301139,SKU_1045,Notebook,46,2020-05-08 00:00:00,58.41,15857.0,Netherlands,0.3,Bank Transfer,20.14,Furniture,Online,Not Returned,Royal Mail,London,High,2020-05-08,2686.8599999999997,4,0,2020,5,2
858994,SKU_1873,USB Cable,34,2020-05-08 01:00:00,9.33,18049.0,Australia,0.48,Credit Card,22.36,Apparel,Online,Not Returned,DHL,Amsterdam,Low,2020-05-08,317.22,4,1,2020,5,1
259210,SKU_1426,Office Chair,2,2020-05-08 05:00:00,79.49,22748.0,France,0.27,Credit Card,20.88,Stationery,Online,Not Returned,FedEx,Rome,Low,2020-05-08,158.98,4,5,2020,5,1
129956,SKU_1687,T-shirt,15,2020-05-08 07:00:00,34.97,52700.0,Italy,0.26,Bank Transfer,8.09,Furniture,In-store,Not Returned,UPS,Paris,Low,2020-05-08,524.55,4,7,2020,5,2
139279,SKU_1050,White Mug,5,2020-05-08 15:00:00,25.15,76238.0,Portugal,0.01,Credit Card,26.25,Furniture,Online,Not Returned,Royal Mail,Paris,High,2020-05-08,125.75,4,15,2020,5,1
471931,SKU_1913,Blue Pen,40,2020-05-08 16:00:00,98.55,98752.0,Portugal,0.37,paypall,16.93,Apparel,Online,Not Returned,FedEx,Amsterdam,High,2020-05-08,3942.0,4,16,2020,5,2
248702,SKU_1367,Headphones,31,2020-05-08 17:00:00,34.97,88175.0,Germany,0.26,Bank Transfer,17.19,Accessories,In-store,Returned,DHL,Amsterdam,High,2020-05-08,1084.07,4,17,2020,5,0
161063,SKU_1697,Notebook,14,2020-05-08 18:00:00,32.91,38465.0,Spain,0.38,Bank Transfer,20.99,Accessories,In-store,Not Returned,DHL,Amsterdam,High,2020-05-08,460.73999999999995,4,18,2020,5,1
308432,SKU_1222,Backpack,14,2020-05-09 03:00:00,39.43,48978.0,United States,0.08,Credit Card,6.53,Electronics,In-store,Returned,Royal Mail,Amsterdam,Medium,2020-05-09,552.02,5,3,2020,5,1
197661,SKU_1025,Headphones,24,2020-05-09 05:00:00,59.54,50982.0,Portugal,0.0,Credit Card,22.72,Accessories,Online,Not Returned,DHL,Paris,Low,2020-05-09,1428.96,5,5,2020,5,0
